Company Symbol,Igroup,financial_year,Element_Id,Element_Name,P&L Cateogry,Calculated_Value
IDEA,Telecom - Services,2021,600003,Gross Margin %,Profit,99.99338399353610959000
IDEA,Telecom - Services,2021,600004,EBIDTA/ Operating Profit,Profit,7.55221E+11
IDEA,Telecom - Services,2021,600005,Operating Profit%,Profit,39.34288990288015078200
IDEA,Telecom - Services,2021,600005,PBT%,Profit,-56.95688708
IDEA,Telecom - Services,2021,600006,PAT%,Profit,-56.934799
IDEA,Telecom - Services,2022,60026,RevenueFromOperations,Revenue / Income,1.70035E+12
IDEA,Telecom - Services,2022,60027,OtherIncome,Revenue / Income,5158000000
IDEA,Telecom - Services,2022,60028,Income,Revenue / Income,1.70551E+12
IDEA,Telecom - Services,2022,60029,CostOfMaterialsConsumed,Expenses,103000000
IDEA,Telecom - Services,2022,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
IDEA,Telecom - Services,2022,60032,EmployeeBenefitExpense,Expenses,72528000000
IDEA,Telecom - Services,2022,60033,FinanceCosts,Expenses,9.39553E+11
IDEA,Telecom - Services,2022,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1.04748E+12
IDEA,Telecom - Services,2022,60035,OtherExpenses,Expenses,9.42801E+11
IDEA,Telecom - Services,2022,60039,ProfitBeforeTax,Profit,-1.29695E+12
IDEA,Telecom - Services,2022,60042,TaxExpense,Tax,253000000
IDEA,Telecom - Services,2022,60049,ProfitLossForPeriod,Profit,-1.2972E+12
IDEA,Telecom - Services,2022,600001,Total COGS,Expenses,103000000
IDEA,Telecom - Services,2022,600002,Gross Margin,Profit,1.70541E+12
IDEA,Telecom - Services,2022,600003,Gross Margin %,Profit,99.99396074720215489900
IDEA,Telecom - Services,2022,600004,EBIDTA/ Operating Profit,Profit,6.90077E+11
IDEA,Telecom - Services,2022,600005,Operating Profit%,Profit,40.46164517454906423800
IDEA,Telecom - Services,2022,600005,PBT%,Profit,-76.04480539
IDEA,Telecom - Services,2022,600006,PAT%,Profit,-76.05963967
IDEA,Telecom - Services,2023,60026,RevenueFromOperations,Revenue / Income,1.89096E+12
IDEA,Telecom - Services,2023,60027,OtherIncome,Revenue / Income,13369000000
IDEA,Telecom - Services,2023,60028,Income,Revenue / Income,1.90433E+12
IDEA,Telecom - Services,2023,60029,CostOfMaterialsConsumed,Expenses,273000000
IDEA,Telecom - Services,2023,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
IDEA,Telecom - Services,2023,60032,EmployeeBenefitExpense,Expenses,78833000000
IDEA,Telecom - Services,2023,60033,FinanceCosts,Expenses,1.0746E+12
IDEA,Telecom - Services,2023,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1.02135E+12
IDEA,Telecom - Services,2023,60035,OtherExpenses,Expenses,1.06744E+12
IDEA,Telecom - Services,2023,60039,ProfitBeforeTax,Profit,-1.33817E+12
IDEA,Telecom - Services,2023,60042,TaxExpense,Tax,196000000
IDEA,Telecom - Services,2023,60049,ProfitLossForPeriod,Profit,-1.33837E+12
IDEA,Telecom - Services,2023,600001,Total COGS,Expenses,273000000
IDEA,Telecom - Services,2023,600002,Gross Margin,Profit,1.90405E+12
IDEA,Telecom - Services,2023,600003,Gross Margin %,Profit,99.98566422678458058900
IDEA,Telecom - Services,2023,600004,EBIDTA/ Operating Profit,Profit,7.57778E+11
IDEA,Telecom - Services,2023,600005,Operating Profit%,Profit,39.79243060671827895100
IDEA,Telecom - Services,2023,600005,PBT%,Profit,-70.27012693
IDEA,Telecom - Services,2023,600006,PAT%,Profit,-70.28041928
IDEA,Telecom - Services,2024,60026,RevenueFromOperations,Revenue / Income,1.91263E+12
IDEA,Telecom - Services,2024,60027,OtherIncome,Revenue / Income,5709000000
IDEA,Telecom - Services,2024,60028,Income,Revenue / Income,1.91834E+12
IDEA,Telecom - Services,2024,60029,CostOfMaterialsConsumed,Expenses,501000000
IDEA,Telecom - Services,2024,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
IDEA,Telecom - Services,2024,60032,EmployeeBenefitExpense,Expenses,90338000000
IDEA,Telecom - Services,2024,60033,FinanceCosts,Expenses,1.16432E+12
IDEA,Telecom - Services,2024,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1.00174E+12
IDEA,Telecom - Services,2024,60035,OtherExpenses,Expenses,1.06961E+12
IDEA,Telecom - Services,2024,60039,ProfitBeforeTax,Profit,-1.40817E+12
IDEA,Telecom - Services,2024,60042,TaxExpense,Tax,49352000000
IDEA,Telecom - Services,2024,60049,ProfitLossForPeriod,Profit,-1.45752E+12
IDEA,Telecom - Services,2024,600001,Total COGS,Expenses,501000000
IDEA,Telecom - Services,2024,600002,Gross Margin,Profit,1.91784E+12
IDEA,Telecom - Services,2024,600003,Gross Margin %,Profit,99.97388362941443552400
IDEA,Telecom - Services,2024,600004,EBIDTA/ Operating Profit,Profit,7.57885E+11
IDEA,Telecom - Services,2024,600005,Operating Profit%,Profit,39.50739624998110342400
IDEA,Telecom - Services,2024,600005,PBT%,Profit,-73.4057676
IDEA,Telecom - Services,2024,600006,PAT%,Profit,-75.97841255
IDEA,Telecom - Services,2025,60026,RevenueFromOperations,Revenue / Income,4.2694E+11
IDEA,Telecom - Services,2025,60027,OtherIncome,Revenue / Income,11246000000
IDEA,Telecom - Services,2025,60028,Income,Revenue / Income,4.38186E+11
IDEA,Telecom - Services,2025,60029,CostOfMaterialsConsumed,Expenses,3000000
IDEA,Telecom - Services,2025,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
IDEA,Telecom - Services,2025,60032,EmployeeBenefitExpense,Expenses,21584000000
IDEA,Telecom - Services,2025,60033,FinanceCosts,Expenses,2.42566E+11
IDEA,Telecom - Services,2025,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2.1256E+11
IDEA,Telecom - Services,2025,60035,OtherExpenses,Expenses,2.34226E+11
IDEA,Telecom - Services,2025,60039,ProfitBeforeTax,Profit,-2.72753E+11
IDEA,Telecom - Services,2025,60042,TaxExpense,Tax,133000000
IDEA,Telecom - Services,2025,60049,ProfitLossForPeriod,Profit,-2.72886E+11
IDEA,Telecom - Services,2025,600001,Total COGS,Expenses,3000000
IDEA,Telecom - Services,2025,600002,Gross Margin,Profit,4.38183E+11
IDEA,Telecom - Services,2025,600003,Gross Margin %,Profit,99.99931535923101148800
IDEA,Telecom - Services,2025,600004,EBIDTA/ Operating Profit,Profit,1.82373E+11
IDEA,Telecom - Services,2025,600005,Operating Profit%,Profit,41.61999698758061645100
IDEA,Telecom - Services,2025,600005,PBT%,Profit,-62.24594122
IDEA,Telecom - Services,2025,600006,PAT%,Profit,-62.27629363
INDUSTOWER,Telecom - Services,2019,60026,RevenueFromOperations,Revenue / Income,1.88039E+11
INDUSTOWER,Telecom - Services,2019,60027,OtherIncome,Revenue / Income,25498000000
INDUSTOWER,Telecom - Services,2019,60028,Income,Revenue / Income,2.13537E+11
INDUSTOWER,Telecom - Services,2019,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2019,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2019,60032,EmployeeBenefitExpense,Expenses,8037000000
INDUSTOWER,Telecom - Services,2019,60033,FinanceCosts,Expenses,-10681000000
INDUSTOWER,Telecom - Services,2019,60034,DepreciationDepletionAndAmortisationExpense,Expenses,29674000000
INDUSTOWER,Telecom - Services,2019,60035,OtherExpenses,Expenses,94578000000
INDUSTOWER,Telecom - Services,2019,60039,ProfitBeforeTax,Profit,91929000000
INDUSTOWER,Telecom - Services,2019,60042,TaxExpense,Tax,26577000000
INDUSTOWER,Telecom - Services,2019,60049,ProfitLossForPeriod,Profit,65352000000
INDUSTOWER,Telecom - Services,2019,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2019,600002,Gross Margin,Profit,2.13537E+11
INDUSTOWER,Telecom - Services,2019,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2019,600004,EBIDTA/ Operating Profit,Profit,1.10922E+11
INDUSTOWER,Telecom - Services,2019,600005,Operating Profit%,Profit,51.94509616600401803900
INDUSTOWER,Telecom - Services,2019,600005,PBT%,Profit,43.05061886230489329700
INDUSTOWER,Telecom - Services,2019,600006,PAT%,Profit,30.60453223563129574700
INDUSTOWER,Telecom - Services,2020,60026,RevenueFromOperations,Revenue / Income,3.03844E+11
INDUSTOWER,Telecom - Services,2020,60027,OtherIncome,Revenue / Income,5832000000
INDUSTOWER,Telecom - Services,2020,60028,Income,Revenue / Income,3.09676E+11
INDUSTOWER,Telecom - Services,2020,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2020,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2020,60032,EmployeeBenefitExpense,Expenses,12952000000
INDUSTOWER,Telecom - Services,2020,60033,FinanceCosts,Expenses,-1191000000
INDUSTOWER,Telecom - Services,2020,60034,DepreciationDepletionAndAmortisationExpense,Expenses,56755000000
INDUSTOWER,Telecom - Services,2020,60035,OtherExpenses,Expenses,1.29291E+11
INDUSTOWER,Telecom - Services,2020,60039,ProfitBeforeTax,Profit,1.11869E+11
INDUSTOWER,Telecom - Services,2020,60042,TaxExpense,Tax,26429000000
INDUSTOWER,Telecom - Services,2020,60049,ProfitLossForPeriod,Profit,85440000000
INDUSTOWER,Telecom - Services,2020,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2020,600002,Gross Margin,Profit,3.09676E+11
INDUSTOWER,Telecom - Services,2020,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2020,600004,EBIDTA/ Operating Profit,Profit,1.67433E+11
INDUSTOWER,Telecom - Services,2020,600005,Operating Profit%,Profit,54.06715405778943153500
INDUSTOWER,Telecom - Services,2020,600005,PBT%,Profit,36.12453015409653960900
INDUSTOWER,Telecom - Services,2020,600006,PAT%,Profit,27.59012645474625092000
INDUSTOWER,Telecom - Services,2021,60026,RevenueFromOperations,Revenue / Income,4.96296E+11
INDUSTOWER,Telecom - Services,2021,60027,OtherIncome,Revenue / Income,19703000000
INDUSTOWER,Telecom - Services,2021,60028,Income,Revenue / Income,5.15999E+11
INDUSTOWER,Telecom - Services,2021,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2021,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2021,60032,EmployeeBenefitExpense,Expenses,20312000000
INDUSTOWER,Telecom - Services,2021,60033,FinanceCosts,Expenses,19072000000
INDUSTOWER,Telecom - Services,2021,60034,DepreciationDepletionAndAmortisationExpense,Expenses,99227000000
INDUSTOWER,Telecom - Services,2021,60035,OtherExpenses,Expenses,2.22293E+11
INDUSTOWER,Telecom - Services,2021,60039,ProfitBeforeTax,Profit,1.55095E+11
INDUSTOWER,Telecom - Services,2021,60042,TaxExpense,Tax,36211000000
INDUSTOWER,Telecom - Services,2021,60049,ProfitLossForPeriod,Profit,1.18884E+11
INDUSTOWER,Telecom - Services,2021,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2021,600002,Gross Margin,Profit,5.15999E+11
INDUSTOWER,Telecom - Services,2021,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2021,600004,EBIDTA/ Operating Profit,Profit,2.73394E+11
INDUSTOWER,Telecom - Services,2021,600005,Operating Profit%,Profit,52.98343601441088064100
INDUSTOWER,Telecom - Services,2021,600005,PBT%,Profit,30.05722879307905635500
INDUSTOWER,Telecom - Services,2021,600006,PAT%,Profit,23.03957953406886447500
INDUSTOWER,Telecom - Services,2022,60026,RevenueFromOperations,Revenue / Income,1.23967E+12
INDUSTOWER,Telecom - Services,2022,60027,OtherIncome,Revenue / Income,14912000000
INDUSTOWER,Telecom - Services,2022,60028,Income,Revenue / Income,1.25459E+12
INDUSTOWER,Telecom - Services,2022,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2022,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2022,60032,EmployeeBenefitExpense,Expenses,34210000000
INDUSTOWER,Telecom - Services,2022,60033,FinanceCosts,Expenses,67236000000
INDUSTOWER,Telecom - Services,2022,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2.38306E+11
INDUSTOWER,Telecom - Services,2022,60035,OtherExpenses,Expenses,5.48015E+11
INDUSTOWER,Telecom - Services,2022,60039,ProfitBeforeTax,Profit,3.66818E+11
INDUSTOWER,Telecom - Services,2022,60042,TaxExpense,Tax,88974000000
INDUSTOWER,Telecom - Services,2022,60049,ProfitLossForPeriod,Profit,2.77844E+11
INDUSTOWER,Telecom - Services,2022,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2022,600002,Gross Margin,Profit,1.25459E+12
INDUSTOWER,Telecom - Services,2022,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2022,600004,EBIDTA/ Operating Profit,Profit,6.7236E+11
INDUSTOWER,Telecom - Services,2022,600005,Operating Profit%,Profit,53.59222372338263250400
INDUSTOWER,Telecom - Services,2022,600005,PBT%,Profit,29.23819430329551206200
INDUSTOWER,Telecom - Services,2022,600006,PAT%,Profit,22.14628741775168681300
INDUSTOWER,Telecom - Services,2023,60026,RevenueFromOperations,Revenue / Income,1.29749E+12
INDUSTOWER,Telecom - Services,2023,60027,OtherIncome,Revenue / Income,15237000000
INDUSTOWER,Telecom - Services,2023,60028,Income,Revenue / Income,1.31273E+12
INDUSTOWER,Telecom - Services,2023,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2023,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2023,60032,EmployeeBenefitExpense,Expenses,34646000000
INDUSTOWER,Telecom - Services,2023,60033,FinanceCosts,Expenses,66734000000
INDUSTOWER,Telecom - Services,2023,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2.39417E+11
INDUSTOWER,Telecom - Services,2023,60035,OtherExpenses,Expenses,8.43275E+11
INDUSTOWER,Telecom - Services,2023,60039,ProfitBeforeTax,Profit,1.28657E+11
INDUSTOWER,Telecom - Services,2023,60042,TaxExpense,Tax,28250000000
INDUSTOWER,Telecom - Services,2023,60049,ProfitLossForPeriod,Profit,1.00407E+11
INDUSTOWER,Telecom - Services,2023,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2023,600002,Gross Margin,Profit,1.31273E+12
INDUSTOWER,Telecom - Services,2023,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2023,600004,EBIDTA/ Operating Profit,Profit,4.34808E+11
INDUSTOWER,Telecom - Services,2023,600005,Operating Profit%,Profit,33.12244949262185873900
INDUSTOWER,Telecom - Services,2023,600005,PBT%,Profit,9.80072810153504645700
INDUSTOWER,Telecom - Services,2023,600006,PAT%,Profit,7.64872262287189511300
INDUSTOWER,Telecom - Services,2024,60026,RevenueFromOperations,Revenue / Income,1.28433E+12
INDUSTOWER,Telecom - Services,2024,60027,OtherIncome,Revenue / Income,15348000000
INDUSTOWER,Telecom - Services,2024,60028,Income,Revenue / Income,1.29968E+12
INDUSTOWER,Telecom - Services,2024,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2024,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2024,60032,EmployeeBenefitExpense,Expenses,34844000000
INDUSTOWER,Telecom - Services,2024,60033,FinanceCosts,Expenses,38842000000
INDUSTOWER,Telecom - Services,2024,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2.68987E+11
INDUSTOWER,Telecom - Services,2024,60035,OtherExpenses,Expenses,6.10616E+11
INDUSTOWER,Telecom - Services,2024,60039,ProfitBeforeTax,Profit,3.46387E+11
INDUSTOWER,Telecom - Services,2024,60042,TaxExpense,Tax,89020000000
INDUSTOWER,Telecom - Services,2024,60049,ProfitLossForPeriod,Profit,2.57367E+11
INDUSTOWER,Telecom - Services,2024,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2024,600002,Gross Margin,Profit,1.29968E+12
INDUSTOWER,Telecom - Services,2024,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2024,600004,EBIDTA/ Operating Profit,Profit,6.54216E+11
INDUSTOWER,Telecom - Services,2024,600005,Operating Profit%,Profit,50.33685318494763310200
INDUSTOWER,Telecom - Services,2024,600005,PBT%,Profit,26.65179629384554304300
INDUSTOWER,Telecom - Services,2024,600006,PAT%,Profit,19.80239690507480325900
INDUSTOWER,Telecom - Services,2025,60026,RevenueFromOperations,Revenue / Income,5.20923E+11
INDUSTOWER,Telecom - Services,2025,60027,OtherIncome,Revenue / Income,5946000000
INDUSTOWER,Telecom - Services,2025,60028,Income,Revenue / Income,5.26869E+11
INDUSTOWER,Telecom - Services,2025,60029,CostOfMaterialsConsumed,Expenses,0
INDUSTOWER,Telecom - Services,2025,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
INDUSTOWER,Telecom - Services,2025,60032,EmployeeBenefitExpense,Expenses,14297000000
INDUSTOWER,Telecom - Services,2025,60033,FinanceCosts,Expenses,27317000000
INDUSTOWER,Telecom - Services,2025,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1.09876E+11
INDUSTOWER,Telecom - Services,2025,60035,OtherExpenses,Expenses,1.56076E+11
INDUSTOWER,Telecom - Services,2025,60039,ProfitBeforeTax,Profit,2.19303E+11
INDUSTOWER,Telecom - Services,2025,60042,TaxExpense,Tax,54863000000
INDUSTOWER,Telecom - Services,2025,60049,ProfitLossForPeriod,Profit,1.6444E+11
INDUSTOWER,Telecom - Services,2025,600001,Total COGS,Expenses,0
INDUSTOWER,Telecom - Services,2025,600002,Gross Margin,Profit,5.26869E+11
INDUSTOWER,Telecom - Services,2025,600003,Gross Margin %,Profit,100.00000000000000000000
INDUSTOWER,Telecom - Services,2025,600004,EBIDTA/ Operating Profit,Profit,3.56496E+11
INDUSTOWER,Telecom - Services,2025,600005,Operating Profit%,Profit,67.66311929530870102400
INDUSTOWER,Telecom - Services,2025,600005,PBT%,Profit,41.62381920363505918900
INDUSTOWER,Telecom - Services,2025,600006,PAT%,Profit,31.21079433407545329100
RAILTEL,Telecom - Services,2021,60026,RevenueFromOperations,Revenue / Income,45709000000
RAILTEL,Telecom - Services,2021,60027,OtherIncome,Revenue / Income,1057400000
RAILTEL,Telecom - Services,2021,60028,Income,Revenue / Income,46766400000
RAILTEL,Telecom - Services,2021,60029,CostOfMaterialsConsumed,Expenses,0
RAILTEL,Telecom - Services,2021,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
RAILTEL,Telecom - Services,2021,60032,EmployeeBenefitExpense,Expenses,4344100000
RAILTEL,Telecom - Services,2021,60033,FinanceCosts,Expenses,95500000
RAILTEL,Telecom - Services,2021,60034,DepreciationDepletionAndAmortisationExpense,Expenses,5571900000
RAILTEL,Telecom - Services,2021,60035,OtherExpenses,Expenses,29738100000
RAILTEL,Telecom - Services,2021,60039,ProfitBeforeTax,Profit,7016800000
RAILTEL,Telecom - Services,2021,60042,TaxExpense,Tax,1903700000
RAILTEL,Telecom - Services,2021,60049,ProfitLossForPeriod,Profit,5113100000
RAILTEL,Telecom - Services,2021,600001,Total COGS,Expenses,0
RAILTEL,Telecom - Services,2021,600002,Gross Margin,Profit,46766400000
RAILTEL,Telecom - Services,2021,600003,Gross Margin %,Profit,100.00000000000000000000
RAILTEL,Telecom - Services,2021,600004,EBIDTA/ Operating Profit,Profit,12684200000
RAILTEL,Telecom - Services,2021,600005,Operating Profit%,Profit,27.12246399124157514800
RAILTEL,Telecom - Services,2021,600005,PBT%,Profit,15.00393444866399808400
RAILTEL,Telecom - Services,2021,600006,PAT%,Profit,10.93327688254815423000
RAILTEL,Telecom - Services,2022,60026,RevenueFromOperations,Revenue / Income,65369500000
RAILTEL,Telecom - Services,2022,60027,OtherIncome,Revenue / Income,3281800000
RAILTEL,Telecom - Services,2022,60028,Income,Revenue / Income,68651300000
RAILTEL,Telecom - Services,2022,60029,CostOfMaterialsConsumed,Expenses,0
RAILTEL,Telecom - Services,2022,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
RAILTEL,Telecom - Services,2022,60032,EmployeeBenefitExpense,Expenses,7577000000
RAILTEL,Telecom - Services,2022,60033,FinanceCosts,Expenses,186200000
RAILTEL,Telecom - Services,2022,60034,DepreciationDepletionAndAmortisationExpense,Expenses,7128800000
RAILTEL,Telecom - Services,2022,60035,OtherExpenses,Expenses,41660300000
RAILTEL,Telecom - Services,2022,60039,ProfitBeforeTax,Profit,12099000000
RAILTEL,Telecom - Services,2022,60042,TaxExpense,Tax,3074700000
RAILTEL,Telecom - Services,2022,60049,ProfitLossForPeriod,Profit,9024300000
RAILTEL,Telecom - Services,2022,600001,Total COGS,Expenses,0
RAILTEL,Telecom - Services,2022,600002,Gross Margin,Profit,68651300000
RAILTEL,Telecom - Services,2022,600003,Gross Margin %,Profit,100.00000000000000000000
RAILTEL,Telecom - Services,2022,600004,EBIDTA/ Operating Profit,Profit,19414000000
RAILTEL,Telecom - Services,2022,600005,Operating Profit%,Profit,28.27914402203599931800
RAILTEL,Telecom - Services,2022,600005,PBT%,Profit,17.62384689000790953700
RAILTEL,Telecom - Services,2022,600006,PAT%,Profit,13.14512616658388115000
RAILTEL,Telecom - Services,2023,60026,RevenueFromOperations,Revenue / Income,80171600000
RAILTEL,Telecom - Services,2023,60027,OtherIncome,Revenue / Income,1632900000
RAILTEL,Telecom - Services,2023,60028,Income,Revenue / Income,81804500000
RAILTEL,Telecom - Services,2023,60029,CostOfMaterialsConsumed,Expenses,0
RAILTEL,Telecom - Services,2023,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
RAILTEL,Telecom - Services,2023,60032,EmployeeBenefitExpense,Expenses,8667700000
RAILTEL,Telecom - Services,2023,60033,FinanceCosts,Expenses,184000000
RAILTEL,Telecom - Services,2023,60034,DepreciationDepletionAndAmortisationExpense,Expenses,6870000000
RAILTEL,Telecom - Services,2023,60035,OtherExpenses,Expenses,55787600000
RAILTEL,Telecom - Services,2023,60039,ProfitBeforeTax,Profit,10295200000
RAILTEL,Telecom - Services,2023,60042,TaxExpense,Tax,2627900000
RAILTEL,Telecom - Services,2023,60049,ProfitLossForPeriod,Profit,7667300000
RAILTEL,Telecom - Services,2023,600001,Total COGS,Expenses,0
RAILTEL,Telecom - Services,2023,600002,Gross Margin,Profit,81804500000
RAILTEL,Telecom - Services,2023,600003,Gross Margin %,Profit,100.00000000000000000000
RAILTEL,Telecom - Services,2023,600004,EBIDTA/ Operating Profit,Profit,17349200000
RAILTEL,Telecom - Services,2023,600005,Operating Profit%,Profit,21.20812424744360029100
RAILTEL,Telecom - Services,2023,600005,PBT%,Profit,12.58512673508181090300
RAILTEL,Telecom - Services,2023,600006,PAT%,Profit,9.37271177013489478000
RAILTEL,Telecom - Services,2024,60026,RevenueFromOperations,Revenue / Income,53697000000
RAILTEL,Telecom - Services,2024,60027,OtherIncome,Revenue / Income,1183900000
RAILTEL,Telecom - Services,2024,60028,Income,Revenue / Income,54880900000
RAILTEL,Telecom - Services,2024,60029,CostOfMaterialsConsumed,Expenses,0
RAILTEL,Telecom - Services,2024,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
RAILTEL,Telecom - Services,2024,60032,EmployeeBenefitExpense,Expenses,4674500000
RAILTEL,Telecom - Services,2024,60033,FinanceCosts,Expenses,96400000
RAILTEL,Telecom - Services,2024,60034,DepreciationDepletionAndAmortisationExpense,Expenses,3473600000
RAILTEL,Telecom - Services,2024,60035,OtherExpenses,Expenses,39407500000
RAILTEL,Telecom - Services,2024,60039,ProfitBeforeTax,Profit,7228900000
RAILTEL,Telecom - Services,2024,60042,TaxExpense,Tax,1747400000
RAILTEL,Telecom - Services,2024,60049,ProfitLossForPeriod,Profit,5481500000
RAILTEL,Telecom - Services,2024,600001,Total COGS,Expenses,0
RAILTEL,Telecom - Services,2024,600002,Gross Margin,Profit,54880900000
RAILTEL,Telecom - Services,2024,600003,Gross Margin %,Profit,100.00000000000000000000
RAILTEL,Telecom - Services,2024,600004,EBIDTA/ Operating Profit,Profit,10798900000
RAILTEL,Telecom - Services,2024,600005,Operating Profit%,Profit,19.67697322747987004600
RAILTEL,Telecom - Services,2024,600005,PBT%,Profit,13.17197786479449134400
RAILTEL,Telecom - Services,2024,600006,PAT%,Profit,9.98799217942854435700
RAILTEL,Telecom - Services,2025,60026,RevenueFromOperations,Revenue / Income,35708200000
RAILTEL,Telecom - Services,2025,60027,OtherIncome,Revenue / Income,916100000
RAILTEL,Telecom - Services,2025,60028,Income,Revenue / Income,36624300000
RAILTEL,Telecom - Services,2025,60029,CostOfMaterialsConsumed,Expenses,0
RAILTEL,Telecom - Services,2025,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
RAILTEL,Telecom - Services,2025,60032,EmployeeBenefitExpense,Expenses,2751600000
RAILTEL,Telecom - Services,2025,60033,FinanceCosts,Expenses,36000000
RAILTEL,Telecom - Services,2025,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1980800000
RAILTEL,Telecom - Services,2025,60035,OtherExpenses,Expenses,27091300000
RAILTEL,Telecom - Services,2025,60039,ProfitBeforeTax,Profit,4764600000
RAILTEL,Telecom - Services,2025,60042,TaxExpense,Tax,1038300000
RAILTEL,Telecom - Services,2025,60049,ProfitLossForPeriod,Profit,3726300000
RAILTEL,Telecom - Services,2025,600001,Total COGS,Expenses,0
RAILTEL,Telecom - Services,2025,600002,Gross Margin,Profit,36624300000
RAILTEL,Telecom - Services,2025,600003,Gross Margin %,Profit,100.00000000000000000000
RAILTEL,Telecom - Services,2025,600004,EBIDTA/ Operating Profit,Profit,6781400000
RAILTEL,Telecom - Services,2025,600005,Operating Profit%,Profit,18.51612180983663851600
RAILTEL,Telecom - Services,2025,600005,PBT%,Profit,13.00939540141381541800
RAILTEL,Telecom - Services,2025,600006,PAT%,Profit,10.17439241159557998400
ROUTE,Telecom - Services,2021,60026,RevenueFromOperations,Revenue / Income,39648123200
ROUTE,Telecom - Services,2021,60027,OtherIncome,Revenue / Income,652627400
ROUTE,Telecom - Services,2021,60028,Income,Revenue / Income,40300750600
ROUTE,Telecom - Services,2021,60029,CostOfMaterialsConsumed,Expenses,0
ROUTE,Telecom - Services,2021,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
ROUTE,Telecom - Services,2021,60032,EmployeeBenefitExpense,Expenses,1968155100
ROUTE,Telecom - Services,2021,60033,FinanceCosts,Expenses,117708200
ROUTE,Telecom - Services,2021,60034,DepreciationDepletionAndAmortisationExpense,Expenses,802312900
ROUTE,Telecom - Services,2021,60035,OtherExpenses,Expenses,1128097200
ROUTE,Telecom - Services,2021,60039,ProfitBeforeTax,Profit,36284477200
ROUTE,Telecom - Services,2021,60042,TaxExpense,Tax,795624500
ROUTE,Telecom - Services,2021,60049,ProfitLossForPeriod,Profit,35488852700
ROUTE,Telecom - Services,2021,600001,Total COGS,Expenses,0
