Company Symbol,Igroup,financial_year,Element_Id,Element_Name,P&L Cateogry,Calculated_Value
ROUTE,Telecom - Services,2021,600002,Gross Margin,Profit,40300750600
ROUTE,Telecom - Services,2021,600003,Gross Margin %,Profit,100.00000000000000000000
ROUTE,Telecom - Services,2021,600004,EBIDTA/ Operating Profit,Profit,37204498300
ROUTE,Telecom - Services,2021,600005,Operating Profit%,Profit,92.31713490715976888000
ROUTE,Telecom - Services,2021,600005,PBT%,Profit,90.03424665743074274200
ROUTE,Telecom - Services,2021,600006,PAT%,Profit,88.06002908541361013800
ROUTE,Telecom - Services,2022,60026,RevenueFromOperations,Revenue / Income,49031741000
ROUTE,Telecom - Services,2022,60027,OtherIncome,Revenue / Income,1163191000
ROUTE,Telecom - Services,2022,60028,Income,Revenue / Income,50194932000
ROUTE,Telecom - Services,2022,60029,CostOfMaterialsConsumed,Expenses,0
ROUTE,Telecom - Services,2022,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
ROUTE,Telecom - Services,2022,60032,EmployeeBenefitExpense,Expenses,3525535000
ROUTE,Telecom - Services,2022,60033,FinanceCosts,Expenses,122061000
ROUTE,Telecom - Services,2022,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1060525000
ROUTE,Telecom - Services,2022,60035,OtherExpenses,Expenses,1840120000
ROUTE,Telecom - Services,2022,60039,ProfitBeforeTax,Profit,43646691000
ROUTE,Telecom - Services,2022,60042,TaxExpense,Tax,798268000
ROUTE,Telecom - Services,2022,60049,ProfitLossForPeriod,Profit,42848423000
ROUTE,Telecom - Services,2022,600001,Total COGS,Expenses,0
ROUTE,Telecom - Services,2022,600002,Gross Margin,Profit,50194932000
ROUTE,Telecom - Services,2022,600003,Gross Margin %,Profit,100.00000000000000000000
ROUTE,Telecom - Services,2022,600004,EBIDTA/ Operating Profit,Profit,44829277000
ROUTE,Telecom - Services,2022,600005,Operating Profit%,Profit,89.31036503844651089500
ROUTE,Telecom - Services,2022,600005,PBT%,Profit,86.95437818304047109800
ROUTE,Telecom - Services,2022,600006,PAT%,Profit,85.36404233001052775600
ROUTE,Telecom - Services,2023,60026,RevenueFromOperations,Revenue / Income,89214000000
ROUTE,Telecom - Services,2023,60027,OtherIncome,Revenue / Income,2940400000
ROUTE,Telecom - Services,2023,60028,Income,Revenue / Income,92154400000
ROUTE,Telecom - Services,2023,60029,CostOfMaterialsConsumed,Expenses,0
ROUTE,Telecom - Services,2023,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
ROUTE,Telecom - Services,2023,60032,EmployeeBenefitExpense,Expenses,5682300000
ROUTE,Telecom - Services,2023,60033,FinanceCosts,Expenses,491800000
ROUTE,Telecom - Services,2023,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2144600000
ROUTE,Telecom - Services,2023,60035,OtherExpenses,Expenses,4038600000
ROUTE,Telecom - Services,2023,60039,ProfitBeforeTax,Profit,79797100000
ROUTE,Telecom - Services,2023,60042,TaxExpense,Tax,1347700000
ROUTE,Telecom - Services,2023,60049,ProfitLossForPeriod,Profit,78449400000
ROUTE,Telecom - Services,2023,600001,Total COGS,Expenses,0
ROUTE,Telecom - Services,2023,600002,Gross Margin,Profit,92154400000
ROUTE,Telecom - Services,2023,600003,Gross Margin %,Profit,100.00000000000000000000
ROUTE,Telecom - Services,2023,600004,EBIDTA/ Operating Profit,Profit,82433500000
ROUTE,Telecom - Services,2023,600005,Operating Profit%,Profit,89.45150747007196617900
ROUTE,Telecom - Services,2023,600005,PBT%,Profit,86.59065655031121682700
ROUTE,Telecom - Services,2023,600006,PAT%,Profit,85.12821959667688140800
ROUTE,Telecom - Services,2024,60026,RevenueFromOperations,Revenue / Income,1.04675E+11
ROUTE,Telecom - Services,2024,60027,OtherIncome,Revenue / Income,3213100000
ROUTE,Telecom - Services,2024,60028,Income,Revenue / Income,1.07888E+11
ROUTE,Telecom - Services,2024,60029,CostOfMaterialsConsumed,Expenses,0
ROUTE,Telecom - Services,2024,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
ROUTE,Telecom - Services,2024,60032,EmployeeBenefitExpense,Expenses,5593500000
ROUTE,Telecom - Services,2024,60033,FinanceCosts,Expenses,649600000
ROUTE,Telecom - Services,2024,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2306300000
ROUTE,Telecom - Services,2024,60035,OtherExpenses,Expenses,4100200000
ROUTE,Telecom - Services,2024,60039,ProfitBeforeTax,Profit,95238600000
ROUTE,Telecom - Services,2024,60042,TaxExpense,Tax,2159100000
ROUTE,Telecom - Services,2024,60049,ProfitLossForPeriod,Profit,93079500000
ROUTE,Telecom - Services,2024,600001,Total COGS,Expenses,0
ROUTE,Telecom - Services,2024,600002,Gross Margin,Profit,1.07888E+11
ROUTE,Telecom - Services,2024,600003,Gross Margin %,Profit,100.00000000000000000000
ROUTE,Telecom - Services,2024,600004,EBIDTA/ Operating Profit,Profit,98194500000
ROUTE,Telecom - Services,2024,600005,Operating Profit%,Profit,91.01505076551467166900
ROUTE,Telecom - Services,2024,600005,PBT%,Profit,88.27527014075682048600
ROUTE,Telecom - Services,2024,600006,PAT%,Profit,86.27403182183037626000
ROUTE,Telecom - Services,2025,60026,RevenueFromOperations,Revenue / Income,66588200000
ROUTE,Telecom - Services,2025,60027,OtherIncome,Revenue / Income,1955700000
ROUTE,Telecom - Services,2025,60028,Income,Revenue / Income,68543900000
ROUTE,Telecom - Services,2025,60029,CostOfMaterialsConsumed,Expenses,0
ROUTE,Telecom - Services,2025,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
ROUTE,Telecom - Services,2025,60032,EmployeeBenefitExpense,Expenses,4351100000
ROUTE,Telecom - Services,2025,60033,FinanceCosts,Expenses,584800000
ROUTE,Telecom - Services,2025,60034,DepreciationDepletionAndAmortisationExpense,Expenses,1313000000
ROUTE,Telecom - Services,2025,60035,OtherExpenses,Expenses,2408900000
ROUTE,Telecom - Services,2025,60039,ProfitBeforeTax,Profit,59886100000
ROUTE,Telecom - Services,2025,60042,TaxExpense,Tax,1802100000
ROUTE,Telecom - Services,2025,60049,ProfitLossForPeriod,Profit,58084000000
ROUTE,Telecom - Services,2025,600001,Total COGS,Expenses,0
ROUTE,Telecom - Services,2025,600002,Gross Margin,Profit,68543900000
ROUTE,Telecom - Services,2025,600003,Gross Margin %,Profit,100.00000000000000000000
ROUTE,Telecom - Services,2025,600004,EBIDTA/ Operating Profit,Profit,61783900000
ROUTE,Telecom - Services,2025,600005,Operating Profit%,Profit,90.13770736710341839300
ROUTE,Telecom - Services,2025,600005,PBT%,Profit,87.36897083474970055700
ROUTE,Telecom - Services,2025,600006,PAT%,Profit,84.73985285342678196000
TATACOMM,Telecom - Services,2019,60026,RevenueFromOperations,Revenue / Income,4.87269E+11
TATACOMM,Telecom - Services,2019,60027,OtherIncome,Revenue / Income,2512200000
TATACOMM,Telecom - Services,2019,60028,Income,Revenue / Income,4.89781E+11
TATACOMM,Telecom - Services,2019,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2019,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2019,60032,EmployeeBenefitExpense,Expenses,86312200000
TATACOMM,Telecom - Services,2019,60033,FinanceCosts,Expenses,9592800000
TATACOMM,Telecom - Services,2019,60034,DepreciationDepletionAndAmortisationExpense,Expenses,65270500000
TATACOMM,Telecom - Services,2019,60035,OtherExpenses,Expenses,3.13944E+11
TATACOMM,Telecom - Services,2019,60039,ProfitBeforeTax,Profit,14661900000
TATACOMM,Telecom - Services,2019,60042,TaxExpense,Tax,8538600000
TATACOMM,Telecom - Services,2019,60049,ProfitLossForPeriod,Profit,6123300000
TATACOMM,Telecom - Services,2019,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2019,600002,Gross Margin,Profit,4.89781E+11
TATACOMM,Telecom - Services,2019,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2019,600004,EBIDTA/ Operating Profit,Profit,89525200000
TATACOMM,Telecom - Services,2019,600005,Operating Profit%,Profit,18.27860720693093019300
TATACOMM,Telecom - Services,2019,600005,PBT%,Profit,2.99356059531060087400
TATACOMM,Telecom - Services,2019,600006,PAT%,Profit,1.25021106359103542700
TATACOMM,Telecom - Services,2020,60026,RevenueFromOperations,Revenue / Income,5.10339E+11
TATACOMM,Telecom - Services,2020,60027,OtherIncome,Revenue / Income,5722600000
TATACOMM,Telecom - Services,2020,60028,Income,Revenue / Income,5.16062E+11
TATACOMM,Telecom - Services,2020,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2020,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2020,60032,EmployeeBenefitExpense,Expenses,90193700000
TATACOMM,Telecom - Services,2020,60033,FinanceCosts,Expenses,11669200000
TATACOMM,Telecom - Services,2020,60034,DepreciationDepletionAndAmortisationExpense,Expenses,72678100000
TATACOMM,Telecom - Services,2020,60035,OtherExpenses,Expenses,3.11471E+11
TATACOMM,Telecom - Services,2020,60039,ProfitBeforeTax,Profit,30050200000
TATACOMM,Telecom - Services,2020,60042,TaxExpense,Tax,11997900000
TATACOMM,Telecom - Services,2020,60049,ProfitLossForPeriod,Profit,18052300000
TATACOMM,Telecom - Services,2020,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2020,600002,Gross Margin,Profit,5.16062E+11
TATACOMM,Telecom - Services,2020,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2020,600004,EBIDTA/ Operating Profit,Profit,1.14398E+11
TATACOMM,Telecom - Services,2020,600005,Operating Profit%,Profit,22.16740320636016849100
TATACOMM,Telecom - Services,2020,600005,PBT%,Profit,5.82298476655315313000
TATACOMM,Telecom - Services,2020,600006,PAT%,Profit,3.49808879479163154500
TATACOMM,Telecom - Services,2021,60026,RevenueFromOperations,Revenue / Income,5.29058E+11
TATACOMM,Telecom - Services,2021,60027,OtherIncome,Revenue / Income,10460100000
TATACOMM,Telecom - Services,2021,60028,Income,Revenue / Income,5.39518E+11
TATACOMM,Telecom - Services,2021,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2021,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2021,60032,EmployeeBenefitExpense,Expenses,93345400000
TATACOMM,Telecom - Services,2021,60033,FinanceCosts,Expenses,12189000000
TATACOMM,Telecom - Services,2021,60034,DepreciationDepletionAndAmortisationExpense,Expenses,73484300000
TATACOMM,Telecom - Services,2021,60035,OtherExpenses,Expenses,2.9375E+11
TATACOMM,Telecom - Services,2021,60039,ProfitBeforeTax,Profit,66749400000
TATACOMM,Telecom - Services,2021,60042,TaxExpense,Tax,14433700000
TATACOMM,Telecom - Services,2021,60049,ProfitLossForPeriod,Profit,52315700000
TATACOMM,Telecom - Services,2021,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2021,600002,Gross Margin,Profit,5.39518E+11
TATACOMM,Telecom - Services,2021,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2021,600004,EBIDTA/ Operating Profit,Profit,1.52423E+11
TATACOMM,Telecom - Services,2021,600005,Operating Profit%,Profit,28.25165360623875616300
TATACOMM,Telecom - Services,2021,600005,PBT%,Profit,12.37204778044394457400
TATACOMM,Telecom - Services,2021,600006,PAT%,Profit,9.69675143248285784100
TATACOMM,Telecom - Services,2022,60026,RevenueFromOperations,Revenue / Income,5.2117E+11
TATACOMM,Telecom - Services,2022,60027,OtherIncome,Revenue / Income,14811300000
TATACOMM,Telecom - Services,2022,60028,Income,Revenue / Income,5.35982E+11
TATACOMM,Telecom - Services,2022,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2022,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2022,60032,EmployeeBenefitExpense,Expenses,97247000000
TATACOMM,Telecom - Services,2022,60033,FinanceCosts,Expenses,10202300000
TATACOMM,Telecom - Services,2022,60034,DepreciationDepletionAndAmortisationExpense,Expenses,69369900000
TATACOMM,Telecom - Services,2022,60035,OtherExpenses,Expenses,2.84109E+11
TATACOMM,Telecom - Services,2022,60039,ProfitBeforeTax,Profit,75053500000
TATACOMM,Telecom - Services,2022,60042,TaxExpense,Tax,17109100000
TATACOMM,Telecom - Services,2022,60049,ProfitLossForPeriod,Profit,57944400000
TATACOMM,Telecom - Services,2022,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2022,600002,Gross Margin,Profit,5.35982E+11
TATACOMM,Telecom - Services,2022,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2022,600004,EBIDTA/ Operating Profit,Profit,1.54626E+11
TATACOMM,Telecom - Services,2022,600005,Operating Profit%,Profit,28.84906869937326206700
TATACOMM,Telecom - Services,2022,600005,PBT%,Profit,14.00299935669433428300
TATACOMM,Telecom - Services,2022,600006,PAT%,Profit,10.81089350828461275500
TATACOMM,Telecom - Services,2023,60026,RevenueFromOperations,Revenue / Income,5.59197E+11
TATACOMM,Telecom - Services,2023,60027,OtherIncome,Revenue / Income,21579800000
TATACOMM,Telecom - Services,2023,60028,Income,Revenue / Income,5.80777E+11
TATACOMM,Telecom - Services,2023,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2023,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2023,60032,EmployeeBenefitExpense,Expenses,1.13006E+11
TATACOMM,Telecom - Services,2023,60033,FinanceCosts,Expenses,11184600000
TATACOMM,Telecom - Services,2023,60034,DepreciationDepletionAndAmortisationExpense,Expenses,71555900000
TATACOMM,Telecom - Services,2023,60035,OtherExpenses,Expenses,3.06632E+11
TATACOMM,Telecom - Services,2023,60039,ProfitBeforeTax,Profit,78398600000
TATACOMM,Telecom - Services,2023,60042,TaxExpense,Tax,15425300000
TATACOMM,Telecom - Services,2023,60049,ProfitLossForPeriod,Profit,62973300000
TATACOMM,Telecom - Services,2023,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2023,600002,Gross Margin,Profit,5.80777E+11
TATACOMM,Telecom - Services,2023,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2023,600004,EBIDTA/ Operating Profit,Profit,1.61139E+11
TATACOMM,Telecom - Services,2023,600005,Operating Profit%,Profit,27.74544368852199330300
TATACOMM,Telecom - Services,2023,600005,PBT%,Profit,13.49892075578776562700
TATACOMM,Telecom - Services,2023,600006,PAT%,Profit,10.84294345090919609700
TATACOMM,Telecom - Services,2024,60026,RevenueFromOperations,Revenue / Income,6.38522E+11
TATACOMM,Telecom - Services,2024,60027,OtherIncome,Revenue / Income,17210400000
TATACOMM,Telecom - Services,2024,60028,Income,Revenue / Income,6.55733E+11
TATACOMM,Telecom - Services,2024,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2024,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2024,60032,EmployeeBenefitExpense,Expenses,1.37886E+11
TATACOMM,Telecom - Services,2024,60033,FinanceCosts,Expenses,16554500000
TATACOMM,Telecom - Services,2024,60034,DepreciationDepletionAndAmortisationExpense,Expenses,77668100000
TATACOMM,Telecom - Services,2024,60035,OtherExpenses,Expenses,3.63452E+11
TATACOMM,Telecom - Services,2024,60039,ProfitBeforeTax,Profit,60172200000
TATACOMM,Telecom - Services,2024,60042,TaxExpense,Tax,14515900000
TATACOMM,Telecom - Services,2024,60049,ProfitLossForPeriod,Profit,45656300000
TATACOMM,Telecom - Services,2024,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2024,600002,Gross Margin,Profit,6.55733E+11
TATACOMM,Telecom - Services,2024,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2024,600004,EBIDTA/ Operating Profit,Profit,1.54395E+11
TATACOMM,Telecom - Services,2024,600005,Operating Profit%,Profit,23.54538311946573360400
TATACOMM,Telecom - Services,2024,600005,PBT%,Profit,9.17632913894195928600
TATACOMM,Telecom - Services,2024,600006,PAT%,Profit,6.96263783053097237200
TATACOMM,Telecom - Services,2025,60026,RevenueFromOperations,Revenue / Income,2.04209E+11
TATACOMM,Telecom - Services,2025,60027,OtherIncome,Revenue / Income,3497600000
TATACOMM,Telecom - Services,2025,60028,Income,Revenue / Income,2.07706E+11
TATACOMM,Telecom - Services,2025,60029,CostOfMaterialsConsumed,Expenses,0
TATACOMM,Telecom - Services,2025,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TATACOMM,Telecom - Services,2025,60032,EmployeeBenefitExpense,Expenses,42841400000
TATACOMM,Telecom - Services,2025,60033,FinanceCosts,Expenses,6338900000
TATACOMM,Telecom - Services,2025,60034,DepreciationDepletionAndAmortisationExpense,Expenses,25426500000
TATACOMM,Telecom - Services,2025,60035,OtherExpenses,Expenses,1.18479E+11
TATACOMM,Telecom - Services,2025,60039,ProfitBeforeTax,Profit,14620800000
TATACOMM,Telecom - Services,2025,60042,TaxExpense,Tax,2227500000
TATACOMM,Telecom - Services,2025,60049,ProfitLossForPeriod,Profit,12393300000
TATACOMM,Telecom - Services,2025,600001,Total COGS,Expenses,0
TATACOMM,Telecom - Services,2025,600002,Gross Margin,Profit,2.07706E+11
TATACOMM,Telecom - Services,2025,600003,Gross Margin %,Profit,100.00000000000000000000
TATACOMM,Telecom - Services,2025,600004,EBIDTA/ Operating Profit,Profit,46386200000
TATACOMM,Telecom - Services,2025,600005,Operating Profit%,Profit,22.33261324535004027300
TATACOMM,Telecom - Services,2025,600005,PBT%,Profit,7.03917699095019356700
TATACOMM,Telecom - Services,2025,600006,PAT%,Profit,5.96674820816528739400
TTML,Telecom - Services,2019,60026,RevenueFromOperations,Revenue / Income,22389200000
TTML,Telecom - Services,2019,60027,OtherIncome,Revenue / Income,726000000
TTML,Telecom - Services,2019,60028,Income,Revenue / Income,23115200000
TTML,Telecom - Services,2019,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2019,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2019,60032,EmployeeBenefitExpense,Expenses,1172900000
TTML,Telecom - Services,2019,60033,FinanceCosts,Expenses,27109700000
TTML,Telecom - Services,2019,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2998800000
TTML,Telecom - Services,2019,60035,OtherExpenses,Expenses,12500300000
TTML,Telecom - Services,2019,60039,ProfitBeforeTax,Profit,-20666500000
TTML,Telecom - Services,2019,60042,TaxExpense,Tax,0
TTML,Telecom - Services,2019,60049,ProfitLossForPeriod,Profit,-20666500000
TTML,Telecom - Services,2019,600001,Total COGS,Expenses,0
TTML,Telecom - Services,2019,600002,Gross Margin,Profit,23115200000
TTML,Telecom - Services,2019,600003,Gross Margin %,Profit,100.00000000000000000000
TTML,Telecom - Services,2019,600004,EBIDTA/ Operating Profit,Profit,9442000000
TTML,Telecom - Services,2019,600005,Operating Profit%,Profit,40.84758081262545857300
TTML,Telecom - Services,2019,600005,PBT%,Profit,-89.40653769
TTML,Telecom - Services,2019,600006,PAT%,Profit,-89.40653769
TTML,Telecom - Services,2020,60026,RevenueFromOperations,Revenue / Income,24604000000
TTML,Telecom - Services,2020,60027,OtherIncome,Revenue / Income,231000000
TTML,Telecom - Services,2020,60028,Income,Revenue / Income,24835000000
TTML,Telecom - Services,2020,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2020,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2020,60032,EmployeeBenefitExpense,Expenses,1384200000
TTML,Telecom - Services,2020,60033,FinanceCosts,Expenses,35319700000
TTML,Telecom - Services,2020,60034,DepreciationDepletionAndAmortisationExpense,Expenses,4517300000
TTML,Telecom - Services,2020,60035,OtherExpenses,Expenses,13587800000
TTML,Telecom - Services,2020,60039,ProfitBeforeTax,Profit,-29974000000
TTML,Telecom - Services,2020,60042,TaxExpense,Tax,0
TTML,Telecom - Services,2020,60049,ProfitLossForPeriod,Profit,-29974000000
TTML,Telecom - Services,2020,600001,Total COGS,Expenses,0
TTML,Telecom - Services,2020,600002,Gross Margin,Profit,24835000000
TTML,Telecom - Services,2020,600003,Gross Margin %,Profit,100.00000000000000000000
TTML,Telecom - Services,2020,600004,EBIDTA/ Operating Profit,Profit,9863000000
TTML,Telecom - Services,2020,600005,Operating Profit%,Profit,39.71411314676867324300
TTML,Telecom - Services,2020,600005,PBT%,Profit,-120.692571
TTML,Telecom - Services,2020,600006,PAT%,Profit,-120.692571
TTML,Telecom - Services,2021,60026,RevenueFromOperations,Revenue / Income,23219900000
TTML,Telecom - Services,2021,60027,OtherIncome,Revenue / Income,285000000
TTML,Telecom - Services,2021,60028,Income,Revenue / Income,23504900000
TTML,Telecom - Services,2021,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2021,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2021,60032,EmployeeBenefitExpense,Expenses,1122000000
TTML,Telecom - Services,2021,60033,FinanceCosts,Expenses,35400600000
TTML,Telecom - Services,2021,60034,DepreciationDepletionAndAmortisationExpense,Expenses,3823900000
TTML,Telecom - Services,2021,60035,OtherExpenses,Expenses,10919400000
TTML,Telecom - Services,2021,60039,ProfitBeforeTax,Profit,-27761000000
TTML,Telecom - Services,2021,60042,TaxExpense,Tax,0
TTML,Telecom - Services,2021,60049,ProfitLossForPeriod,Profit,-27761000000
TTML,Telecom - Services,2021,600001,Total COGS,Expenses,0
TTML,Telecom - Services,2021,600002,Gross Margin,Profit,23504900000
TTML,Telecom - Services,2021,600003,Gross Margin %,Profit,100.00000000000000000000
TTML,Telecom - Services,2021,600004,EBIDTA/ Operating Profit,Profit,11463500000
TTML,Telecom - Services,2021,600005,Operating Profit%,Profit,48.77068185782538960000
TTML,Telecom - Services,2021,600005,PBT%,Profit,-118.1072883
TTML,Telecom - Services,2021,600006,PAT%,Profit,-118.1072883
TTML,Telecom - Services,2022,60026,RevenueFromOperations,Revenue / Income,24516200000
TTML,Telecom - Services,2022,60027,OtherIncome,Revenue / Income,225100000
TTML,Telecom - Services,2022,60028,Income,Revenue / Income,24741300000
TTML,Telecom - Services,2022,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2022,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2022,60032,EmployeeBenefitExpense,Expenses,1225900000
TTML,Telecom - Services,2022,60033,FinanceCosts,Expenses,34979100000
TTML,Telecom - Services,2022,60034,DepreciationDepletionAndAmortisationExpense,Expenses,3630400000
TTML,Telecom - Services,2022,60035,OtherExpenses,Expenses,12720500000
TTML,Telecom - Services,2022,60039,ProfitBeforeTax,Profit,-27814600000
TTML,Telecom - Services,2022,60042,TaxExpense,Tax,0
TTML,Telecom - Services,2022,60049,ProfitLossForPeriod,Profit,-27814600000
TTML,Telecom - Services,2022,600001,Total COGS,Expenses,0
TTML,Telecom - Services,2022,600002,Gross Margin,Profit,24741300000
TTML,Telecom - Services,2022,600003,Gross Margin %,Profit,100.00000000000000000000
TTML,Telecom - Services,2022,600004,EBIDTA/ Operating Profit,Profit,10794900000
TTML,Telecom - Services,2022,600005,Operating Profit%,Profit,43.63109456657491724400
TTML,Telecom - Services,2022,600005,PBT%,Profit,-112.4217402
TTML,Telecom - Services,2022,600006,PAT%,Profit,-112.4217402
TTML,Telecom - Services,2023,60026,RevenueFromOperations,Revenue / Income,24763500000
TTML,Telecom - Services,2023,60027,OtherIncome,Revenue / Income,172700000
TTML,Telecom - Services,2023,60028,Income,Revenue / Income,24936200000
TTML,Telecom - Services,2023,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2023,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2023,60032,EmployeeBenefitExpense,Expenses,1362400000
TTML,Telecom - Services,2023,60033,FinanceCosts,Expenses,33734100000
TTML,Telecom - Services,2023,60034,DepreciationDepletionAndAmortisationExpense,Expenses,3400300000
TTML,Telecom - Services,2023,60035,OtherExpenses,Expenses,12283600000
TTML,Telecom - Services,2023,60039,ProfitBeforeTax,Profit,-25844200000
TTML,Telecom - Services,2023,60042,TaxExpense,Tax,0
TTML,Telecom - Services,2023,60049,ProfitLossForPeriod,Profit,-25844200000
TTML,Telecom - Services,2023,600001,Total COGS,Expenses,0
TTML,Telecom - Services,2023,600002,Gross Margin,Profit,24936200000
TTML,Telecom - Services,2023,600003,Gross Margin %,Profit,100.00000000000000000000
TTML,Telecom - Services,2023,600004,EBIDTA/ Operating Profit,Profit,11290200000
TTML,Telecom - Services,2023,600005,Operating Profit%,Profit,45.27634523303470456600
TTML,Telecom - Services,2023,600005,PBT%,Profit,-103.6412926
TTML,Telecom - Services,2023,600006,PAT%,Profit,-103.6412926
TTML,Telecom - Services,2024,60026,RevenueFromOperations,Revenue / Income,26323400000
TTML,Telecom - Services,2024,60027,OtherIncome,Revenue / Income,197900000
TTML,Telecom - Services,2024,60028,Income,Revenue / Income,26521300000
TTML,Telecom - Services,2024,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2024,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2024,60032,EmployeeBenefitExpense,Expenses,1572900000
TTML,Telecom - Services,2024,60033,FinanceCosts,Expenses,36258500000
TTML,Telecom - Services,2024,60034,DepreciationDepletionAndAmortisationExpense,Expenses,3342800000
TTML,Telecom - Services,2024,60035,OtherExpenses,Expenses,12936600000
TTML,Telecom - Services,2024,60039,ProfitBeforeTax,Profit,-27589500000
TTML,Telecom - Services,2024,60042,TaxExpense,Tax,0
TTML,Telecom - Services,2024,60049,ProfitLossForPeriod,Profit,-27589500000
TTML,Telecom - Services,2024,600001,Total COGS,Expenses,0
TTML,Telecom - Services,2024,600002,Gross Margin,Profit,26521300000
TTML,Telecom - Services,2024,600003,Gross Margin %,Profit,100.00000000000000000000
TTML,Telecom - Services,2024,600004,EBIDTA/ Operating Profit,Profit,12011800000
TTML,Telecom - Services,2024,600005,Operating Profit%,Profit,45.29114334516030511300
TTML,Telecom - Services,2024,600005,PBT%,Profit,-104.027706
TTML,Telecom - Services,2024,600006,PAT%,Profit,-104.027706
TTML,Telecom - Services,2025,60026,RevenueFromOperations,Revenue / Income,16667700000
TTML,Telecom - Services,2025,60027,OtherIncome,Revenue / Income,113600000
TTML,Telecom - Services,2025,60028,Income,Revenue / Income,16781300000
TTML,Telecom - Services,2025,60029,CostOfMaterialsConsumed,Expenses,0
TTML,Telecom - Services,2025,60031,ChangesInInventoriesOfFinishedGoodsWorkInProgressAndStockInTrade,Expenses,0
TTML,Telecom - Services,2025,60032,EmployeeBenefitExpense,Expenses,1028500000
TTML,Telecom - Services,2025,60033,FinanceCosts,Expenses,21261900000
TTML,Telecom - Services,2025,60034,DepreciationDepletionAndAmortisationExpense,Expenses,2085600000
TTML,Telecom - Services,2025,60035,OtherExpenses,Expenses,8632200000
TTML,Telecom - Services,2025,60039,ProfitBeforeTax,Profit,-16226900000
